ID,target,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,YEARS_EMPLOYED,ACCOUNT_LENGTH
5025658,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,42
5025659,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,42
5025660,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,33
5025661,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,33
5025662,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,18
5025663,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,55
5025664,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,54
5025665,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,45
5025666,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,46
5025671,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,46
5025672,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,46
5025673,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,40
5025674,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,30.0,8.0,32
5025681,1,F,Y,N,1,135000.0,State servant,NO GED,Married,House / apartment,Medicine staff,3.0,40.0,6.0,48
5025682,1,F,Y,N,1,135000.0,State servant,NO GED,Married,House / apartment,Medicine staff,3.0,40.0,6.0,15
5025683,1,F,Y,N,1,135000.0,State servant,NO GED,Married,House / apartment,Medicine staff,3.0,40.0,6.0,15
5025711,1,M,Y,Y,2,148500.0,Working,NO GED,Married,House / apartment,Sales staff,4.0,32.0,2.0,57
5025712,1,M,Y,Y,2,148500.0,Working,NO GED,Married,House / apartment,Sales staff,4.0,32.0,2.0,8
5025719,1,F,N,Y,2,180000.0,Working,Higher education,Married,House / apartment,High skill tech staff,4.0,38.0,19.0,58
5025720,1,F,N,Y,2,180000.0,Working,Higher education,Married,House / apartment,High skill tech staff,4.0,38.0,19.0,58
5025722,1,F,N,N,0,202500.0,Working,NO GED,Single / not married,House / apartment,Sales staff,1.0,38.0,3.0,8
5025737,1,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,Sales staff,2.0,33.0,1.0,15
5025738,1,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,Sales staff,2.0,33.0,1.0,15
5025739,1,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,Sales staff,2.0,33.0,1.0,18
5025740,1,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,Sales staff,2.0,33.0,1.0,1
5025741,0,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,Sales staff,2.0,33.0,1.0,0
5025748,0,F,N,N,0,112500.0,Commercial associate,NO GED,Single / not married,House / apartment,Core staff,1.0,43.0,1.0,41
5025749,0,F,N,N,0,112500.0,Commercial associate,NO GED,Single / not married,House / apartment,Core staff,1.0,43.0,1.0,40
5025755,1,F,N,N,0,90000.0,Pensioner,Higher education,Widow,House / apartment,not_specified,1.0,68.0,0.0,60
5025758,1,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,66.0,0.0,12
5025759,1,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,66.0,0.0,34
5025760,1,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,66.0,0.0,1
5025761,1,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,66.0,0.0,12
5025762,1,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,66.0,0.0,51
5025780,1,F,N,Y,1,225000.0,Commercial associate,NO GED,Married,House / apartment,Managers,3.0,34.0,10.0,43
5025781,1,F,N,Y,1,225000.0,Commercial associate,NO GED,Married,House / apartment,Managers,3.0,34.0,10.0,58
5025783,1,F,N,Y,1,225000.0,Commercial associate,NO GED,Married,House / apartment,Managers,3.0,34.0,10.0,60
5025784,1,F,N,Y,1,225000.0,Commercial associate,NO GED,Married,House / apartment,Managers,3.0,34.0,10.0,57
5025785,1,F,N,Y,1,225000.0,Commercial associate,NO GED,Married,House / apartment,Managers,3.0,34.0,10.0,32
5025786,1,F,N,Y,1,225000.0,Commercial associate,NO GED,Married,House / apartment,Managers,3.0,34.0,10.0,26
5025787,1,F,N,Y,1,225000.0,Commercial associate,NO GED,Married,House / apartment,Managers,3.0,34.0,10.0,22
5025788,1,F,N,Y,1,225000.0,Commercial associate,NO GED,Married,House / apartment,Managers,3.0,34.0,10.0,18
5025791,0,F,N,Y,0,157500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,51.0,10.0,47
5025792,0,F,N,Y,0,157500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,51.0,10.0,27
5025793,0,F,N,Y,0,157500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,51.0,10.0,3
5025812,1,F,Y,Y,0,157500.0,Commercial associate,NO GED,Married,House / apartment,Sales staff,2.0,47.0,6.0,25
5025813,1,F,Y,Y,0,157500.0,Commercial associate,NO GED,Married,House / apartment,Sales staff,2.0,47.0,6.0,22
5025814,1,F,Y,Y,0,157500.0,Commercial associate,NO GED,Married,House / apartment,Sales staff,2.0,47.0,6.0,25
5025818,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,16
5025819,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,40
5025820,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,60
5025821,0,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,4
5025824,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,58
5025825,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,51
5025826,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,20
5025827,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,17
5025828,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,16
5025829,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,11
5025830,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,8
5025831,1,F,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,7
5025832,0,F,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,Laborers,3.0,29.0,10.0,2
5025833,1,M,Y,Y,0,135000.0,Working,NO GED,Married,House / apartment,Low-skill Laborers,2.0,51.0,24.0,9
5025843,1,F,N,Y,0,49500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,61.0,0.0,44
5025846,1,F,N,Y,0,49500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,61.0,0.0,47
5025847,1,F,N,Y,0,49500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,61.0,0.0,50
5025848,1,F,N,Y,0,49500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,61.0,0.0,59
5025850,1,F,N,Y,0,49500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,61.0,0.0,55
5025866,1,F,N,Y,0,112500.0,Pensioner,NO GED,Widow,House / apartment,not_specified,1.0,58.0,0.0,49
5025867,1,F,N,Y,0,112500.0,Pensioner,NO GED,Widow,House / apartment,not_specified,1.0,58.0,0.0,23
5025868,1,F,N,Y,0,112500.0,Pensioner,NO GED,Widow,House / apartment,not_specified,1.0,58.0,0.0,42
5025870,1,F,N,Y,0,112500.0,Pensioner,NO GED,Widow,House / apartment,not_specified,1.0,58.0,0.0,42
5025871,0,F,N,Y,0,112500.0,Pensioner,NO GED,Widow,House / apartment,not_specified,1.0,58.0,0.0,2
5025875,1,F,N,Y,1,135000.0,Working,NO GED,Married,House / apartment,Sales staff,3.0,33.0,1.0,60
5025876,1,F,N,Y,1,135000.0,Working,NO GED,Married,House / apartment,Sales staff,3.0,33.0,1.0,49
5025877,1,F,N,Y,1,135000.0,Working,NO GED,Married,House / apartment,Sales staff,3.0,33.0,1.0,49
5025878,1,F,N,Y,1,135000.0,Working,NO GED,Married,House / apartment,Sales staff,3.0,33.0,1.0,29
5025879,0,M,Y,N,0,81000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,59.0,0.0,6
5025880,0,M,Y,N,0,81000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,59.0,0.0,6
5025886,1,F,N,Y,0,135000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,39
5025887,1,F,N,Y,0,135000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,16
5025888,1,F,N,Y,0,135000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,58
5025889,1,F,N,Y,0,135000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,42
5025890,1,F,N,Y,0,135000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,37
5025891,1,F,N,Y,0,135000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,3
5025920,1,F,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,High skill tech staff,2.0,50.0,4.0,25
5025921,1,F,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,High skill tech staff,2.0,50.0,4.0,25
5025926,1,F,N,Y,0,108000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,57.0,0.0,37
5025927,0,F,N,Y,0,157500.0,Working,NO GED,Married,House / apartment,Sales staff,2.0,50.0,3.0,33
5025928,0,F,N,Y,0,157500.0,Working,NO GED,Married,House / apartment,Sales staff,2.0,50.0,3.0,6
5025929,0,F,N,Y,0,157500.0,Working,NO GED,Married,House / apartment,Sales staff,2.0,50.0,3.0,0
5025931,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,16
5025932,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,39
5025933,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,46
5025934,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,31
5025935,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,33
5025936,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,39
5025937,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,55
5025938,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,59
5025942,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,53
5025944,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,54
5025948,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,39
5025949,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,27
5025950,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,45
5025951,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,33
5025952,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,37
5025953,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,29
5025954,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,31
5025955,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,6
5025958,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,49
5025959,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,46
5025960,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,38
5025961,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,30
5025962,1,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,16
5025963,0,F,N,Y,0,130500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,37.0,15.0,4
5025969,1,M,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,53
5025970,1,M,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,46
5025971,1,M,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,35
5025972,1,M,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,24
5025973,1,M,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,10
5025974,1,M,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,2
5025977,1,F,N,N,1,135000.0,Working,NO GED,Single / not married,Municipal apartment,Laborers,2.0,31.0,8.0,25
5025978,1,F,N,N,1,135000.0,Working,NO GED,Single / not married,Municipal apartment,Laborers,2.0,31.0,8.0,25
5025981,1,M,N,N,1,189000.0,Working,NO GED,Married,House / apartment,Managers,3.0,32.0,1.0,19
5025995,1,M,Y,Y,1,315000.0,Working,Higher education,Married,Co-op apartment,Laborers,3.0,36.0,3.0,35
5025996,1,M,Y,Y,1,315000.0,Working,Higher education,Married,Co-op apartment,Laborers,3.0,36.0,3.0,58
5025999,1,M,Y,Y,1,315000.0,Working,Higher education,Married,Co-op apartment,Laborers,3.0,36.0,3.0,35
5026007,1,M,N,N,1,112500.0,Working,NO GED,Married,Rented apartment,Laborers,3.0,34.0,0.0,33
5026012,0,F,N,Y,0,81000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,54.0,15.0,49
5026013,0,F,N,Y,0,81000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,54.0,15.0,15
5026014,0,F,N,Y,0,81000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,54.0,15.0,9
5026015,0,F,N,Y,0,81000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,54.0,15.0,33
5026018,0,F,N,Y,0,81000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,54.0,15.0,30
5026019,0,F,N,Y,0,81000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,54.0,15.0,21
5026020,0,F,N,Y,0,81000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,54.0,15.0,17
5026021,0,F,N,Y,0,81000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,54.0,15.0,16
5026023,1,M,Y,Y,2,135000.0,Commercial associate,NO GED,Married,House / apartment,Laborers,4.0,35.0,0.0,47
5026032,1,M,Y,Y,0,99000.0,Working,NO GED,Married,Rented apartment,Managers,2.0,27.0,4.0,25
5026033,1,M,Y,Y,0,99000.0,Working,NO GED,Married,Rented apartment,Managers,2.0,27.0,4.0,25
5026034,1,M,Y,Y,0,99000.0,Working,NO GED,Married,Rented apartment,Managers,2.0,27.0,4.0,25
5026035,1,M,Y,Y,0,99000.0,Working,NO GED,Married,Rented apartment,Managers,2.0,27.0,4.0,14
5026036,1,M,Y,Y,0,99000.0,Working,NO GED,Married,Rented apartment,Managers,2.0,27.0,4.0,33
5026037,1,M,Y,Y,0,99000.0,Working,NO GED,Married,Rented apartment,Managers,2.0,27.0,4.0,34
5026038,1,M,Y,Y,0,99000.0,Working,NO GED,Married,Rented apartment,Managers,2.0,27.0,4.0,13
5026053,1,M,Y,Y,1,315000.0,Working,Higher education,Married,House / apartment,Core staff,3.0,29.0,7.0,49
5026054,1,M,Y,Y,1,315000.0,Working,Higher education,Married,House / apartment,Core staff,3.0,29.0,7.0,11
5026055,1,M,Y,Y,1,315000.0,Working,Higher education,Married,House / apartment,Core staff,3.0,29.0,7.0,17
5026086,1,F,N,Y,0,67500.0,Working,NO GED,Widow,House / apartment,not_specified,1.0,56.0,14.0,10
5026087,1,F,N,Y,0,67500.0,Working,NO GED,Widow,House / apartment,not_specified,1.0,56.0,14.0,15
5026088,1,F,N,Y,0,67500.0,Working,NO GED,Widow,House / apartment,not_specified,1.0,56.0,14.0,25
5026089,1,F,N,Y,0,67500.0,Working,NO GED,Widow,House / apartment,not_specified,1.0,56.0,14.0,36
5026090,1,F,N,Y,0,67500.0,Working,NO GED,Widow,House / apartment,not_specified,1.0,56.0,14.0,36
5026091,1,F,N,Y,0,67500.0,Working,NO GED,Widow,House / apartment,not_specified,1.0,56.0,14.0,47
5026093,1,F,N,Y,0,67500.0,Working,NO GED,Widow,House / apartment,not_specified,1.0,56.0,14.0,30
5026094,1,F,N,Y,0,67500.0,Working,NO GED,Widow,House / apartment,not_specified,1.0,56.0,14.0,22
5026095,1,F,N,Y,0,67500.0,Working,NO GED,Widow,House / apartment,not_specified,1.0,56.0,14.0,10
5026096,1,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,58.0,0.0,12
5026097,1,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,58.0,0.0,21
5026101,1,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,58.0,0.0,57
5026113,1,F,N,Y,0,90000.0,Commercial associate,NO GED,Married,House / apartment,Sales staff,2.0,28.0,2.0,2
5026118,1,F,N,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2.0,58.0,8.0,21
5026119,1,M,Y,Y,0,225000.0,Working,NO GED,Married,House / apartment,High skill tech staff,2.0,45.0,19.0,28
5026120,1,M,Y,Y,0,225000.0,Working,NO GED,Married,House / apartment,High skill tech staff,2.0,45.0,19.0,28
5026121,1,M,Y,Y,0,225000.0,Working,NO GED,Married,House / apartment,High skill tech staff,2.0,45.0,19.0,11
5026122,1,M,Y,Y,0,225000.0,Working,NO GED,Married,House / apartment,High skill tech staff,2.0,45.0,19.0,23
5026123,1,M,Y,Y,0,225000.0,Working,NO GED,Married,House / apartment,High skill tech staff,2.0,45.0,19.0,16
5026124,1,M,Y,Y,0,225000.0,Working,NO GED,Married,House / apartment,High skill tech staff,2.0,45.0,19.0,11
5026125,1,M,Y,Y,0,225000.0,Working,NO GED,Married,House / apartment,High skill tech staff,2.0,45.0,19.0,42
5026126,1,M,Y,Y,0,202500.0,Commercial associate,NO GED,Married,House / apartment,not_specified,2.0,36.0,12.0,20
5026127,1,M,Y,Y,0,202500.0,Commercial associate,NO GED,Married,House / apartment,not_specified,2.0,36.0,12.0,21
5026128,1,M,Y,Y,0,202500.0,Commercial associate,NO GED,Married,House / apartment,not_specified,2.0,36.0,12.0,16
5026129,0,M,Y,Y,0,202500.0,Commercial associate,NO GED,Married,House / apartment,not_specified,2.0,36.0,12.0,7
5026132,1,F,N,N,0,180000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,65.0,17.0,24
5026133,1,F,N,N,0,180000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,65.0,17.0,36
5026134,1,F,N,N,0,180000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,65.0,17.0,23
5026137,1,F,N,N,0,180000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,65.0,17.0,27
5026143,1,F,N,N,0,180000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,65.0,17.0,52
5026144,1,F,N,N,0,180000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,65.0,17.0,8
5026145,1,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,Sales staff,2.0,48.0,1.0,1
5026146,0,F,N,Y,1,202500.0,Commercial associate,NO GED,Married,House / apartment,Core staff,3.0,37.0,5.0,2
5026147,1,F,N,Y,1,202500.0,Commercial associate,NO GED,Married,House / apartment,Core staff,3.0,37.0,5.0,3
5026148,1,F,N,Y,1,202500.0,Commercial associate,NO GED,Married,House / apartment,Core staff,3.0,37.0,5.0,35
5026149,1,F,N,Y,1,202500.0,Commercial associate,NO GED,Married,House / apartment,Core staff,3.0,37.0,5.0,7
5026150,1,F,N,Y,1,157500.0,State servant,NO GED,Married,House / apartment,Managers,3.0,45.0,8.0,34
5026151,0,F,N,Y,1,157500.0,State servant,NO GED,Married,House / apartment,Managers,3.0,45.0,8.0,7
5026152,1,F,N,Y,1,157500.0,State servant,NO GED,Married,House / apartment,Managers,3.0,45.0,8.0,42
5026153,1,F,N,Y,1,157500.0,State servant,NO GED,Married,House / apartment,Managers,3.0,45.0,8.0,40
5026154,0,F,N,Y,1,157500.0,State servant,NO GED,Married,House / apartment,Managers,3.0,45.0,8.0,7
5026155,1,F,N,Y,1,67500.0,Commercial associate,NO GED,Married,House / apartment,Accountants,3.0,33.0,9.0,15
5026156,1,F,N,Y,1,67500.0,Commercial associate,NO GED,Married,House / apartment,Accountants,3.0,33.0,9.0,25
5026158,1,F,Y,Y,0,540000.0,Working,Higher education,Separated,House / apartment,Accountants,1.0,36.0,10.0,47
5026159,1,F,Y,Y,0,540000.0,Working,Higher education,Separated,House / apartment,Accountants,1.0,36.0,10.0,42
5026160,1,F,Y,Y,0,540000.0,Working,Higher education,Separated,House / apartment,Accountants,1.0,36.0,10.0,34
5026161,1,F,Y,Y,0,540000.0,Working,Higher education,Separated,House / apartment,Accountants,1.0,36.0,10.0,6
5026162,1,F,Y,Y,0,540000.0,Working,Higher education,Separated,House / apartment,Accountants,1.0,36.0,10.0,6
5026163,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,31
5026164,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,31
5026165,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,16
5026166,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,19
5026167,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,36
5026168,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,60
5026169,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,36
5026170,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,25
5026171,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,11
5026172,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,4
5026173,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,66.0,0.0,1
5026175,1,M,Y,Y,0,135000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,52.0,21.0,33
5026176,1,M,Y,Y,0,135000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,52.0,21.0,46
5026177,1,M,Y,Y,0,135000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,52.0,21.0,20
5026178,1,M,Y,Y,0,135000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,52.0,21.0,20
5026179,1,M,Y,Y,0,135000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,52.0,21.0,5
5026180,1,M,Y,Y,0,135000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,52.0,21.0,52
5026181,1,M,Y,Y,0,135000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,52.0,21.0,2
5026188,1,M,Y,Y,0,270000.0,Commercial associate,NO GED,Married,House / apartment,Laborers,2.0,49.0,2.0,49
5026189,1,M,Y,Y,0,270000.0,Commercial associate,NO GED,Married,House / apartment,Laborers,2.0,49.0,2.0,49
5026190,1,M,Y,Y,0,270000.0,Commercial associate,NO GED,Married,House / apartment,Laborers,2.0,49.0,2.0,9
5026191,1,M,Y,Y,0,270000.0,Commercial associate,NO GED,Married,House / apartment,Laborers,2.0,49.0,2.0,17
5026193,1,F,N,Y,0,90000.0,Pensioner,Higher education,Single / not married,House / apartment,not_specified,1.0,60.0,0.0,22
5026194,1,F,N,Y,0,90000.0,Pensioner,Higher education,Single / not married,House / apartment,not_specified,1.0,60.0,0.0,32
5026195,1,F,N,Y,0,90000.0,Pensioner,Higher education,Single / not married,House / apartment,not_specified,1.0,60.0,0.0,32
5026199,1,F,N,Y,0,90000.0,Pensioner,Higher education,Single / not married,House / apartment,not_specified,1.0,60.0,0.0,47
5026200,0,M,N,Y,0,112500.0,Working,NO GED,Married,House / apartment,Security staff,2.0,52.0,10.0,48
5026201,0,M,N,Y,0,112500.0,Working,NO GED,Married,House / apartment,Security staff,2.0,52.0,10.0,6
5026207,1,M,Y,N,1,315000.0,State servant,NO GED,Married,Rented apartment,Managers,3.0,42.0,18.0,33
5026208,1,M,Y,N,1,315000.0,State servant,NO GED,Married,Rented apartment,Managers,3.0,42.0,18.0,33
5026209,1,M,Y,N,1,315000.0,State servant,NO GED,Married,Rented apartment,Managers,3.0,42.0,18.0,16
5026213,1,F,N,Y,0,171000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,33
5026214,1,F,N,Y,0,171000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,33
5026215,1,F,N,Y,0,171000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,15
5026216,1,F,N,Y,0,171000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,15
5026217,1,F,N,Y,0,171000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,53
5026219,1,F,N,Y,0,171000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,15
5026220,1,F,N,Y,0,171000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,63.0,0.0,6
5026224,1,M,Y,Y,0,225000.0,Commercial associate,NO GED,Married,House / apartment,Security staff,2.0,66.0,1.0,23
5026225,0,M,Y,Y,0,225000.0,Commercial associate,NO GED,Married,House / apartment,Security staff,2.0,66.0,1.0,2
5026226,1,M,Y,Y,0,225000.0,Commercial associate,NO GED,Married,House / apartment,Security staff,2.0,66.0,1.0,10
5026231,1,F,Y,N,0,225000.0,Commercial associate,NO GED,Married,House / apartment,Sales staff,2.0,41.0,8.0,43
